name,state,city,address,lattitude,longitude,type
BROOKFIELDS MALL ,Tamil Nadu,COIMBATORE,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11.0,76.95954,11.0
HOTEL SURYA COMPLEX,Tamil Nadu,KRISHNAGIRI,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",12.58,78.157101,11.0
SHREE SARAVANA BHAVAN,Tamil Nadu,SANKAGIRI,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11.51,77.935042,11.0
Aswins Veg Restaurant,Tamil Nadu,Perambalur,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11.2,78.8812406,11.0
Cafu00c3u00a9 Udupi Ruchi,Tamil Nadu,Ulundurpet,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11.71,79.3364597,11.0
Hotel Kodai International,Tamil Nadu,Kodaikanal,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",10.24,77.4983634,11.0
D square Mall,Tamil Nadu,Shoolagiri,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",12.64,78.0470111,11.0
ADAYAR ANANDA BHAVAN,Tamil Nadu,THINDIVANAM,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",12.29,79.73365,11.0
EESL High court station,Tamil Nadu,Chennai,High Court Metro Station Chennai (CMRL),13.08,80.285359,8.0
EESL High court station,Tamil Nadu,Chennai,High Court Metro Station Chennai (CMRL),13.08,80.285359,8.0
EESL Chennai Egmore metro,Tamil Nadu,Chennai," Chennai Egmore metro, Chennai (CMRL)",13.07,80.261538,8.0
EESL Chennai Egmore metro,Tamil Nadu,Chennai," Chennai Egmore metro, Chennai (CMRL)",13.07,80.261538,8.0
EESL Saidapet Metro station,Tamil Nadu,Chennai,Saidapet Metro station,13.02,80.2282,8.0
EESL Tirumangalam Metro station,Tamil Nadu,Chennai,Tirumangalam Metro station,13.08,80.2016,8.0
EESL Thirumangalam Metro,Tamil Nadu,Chennai,Tirumangalam Metro station,13.08,80.2016,8.0
Adyar Ananda Bhavan I Rasipuram,Tamil Nadu,Rasipuram,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11.49,78.1535774,11.0
Ganpat Grand I Palani,Tamil Nadu,Palani,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",10.44,77.5203903,11.0
Aasai Aasai Anandha Bhavan | Omalur,Tamil Nadu,Omalur,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11.75,78.4273441,11.0
Hotel Temple City I Thirumangalam,Tamil Nadu,Thirumangalam,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",9.759,77.9791582,11.0
Hotel Temple City I vadippatti,Tamil Nadu,Vadippatti,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020",10.08,77.9776792,11.0
Relux Experience Centre (ABS e-auto & Charger),Tamil Nadu,Chennai,"NO: 16/8, PRV Towers, GST Road, Guindy, Chennai, Tamil Nadu - 600 032",13.0,80.20730884,19.0
Hotel Aishwarya Bhavan (Safa Electric),Tamil Nadu,Villupuram,"Chennai - Trichy Highway, Tindivanam, Tamil Nadu - 604001",12.24,79.66228159,19.0
RR Charging Station (RR Charging Station),Tamil Nadu,Ambur,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",12.77,78.71776971,19.0
Hotel Sangeetha (Duriyam Charging Station),Tamil Nadu,Namakkal,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",11.19,78.10483415,19.0
Hotel Temple City Lake (Inn KSN Charging Station),Tamil Nadu,Madurai,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",9.987,78.24154444,19.0
Alps Residency - A Bergamont Group of Hotel-,Tamil Nadu,Krishnagiri,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",12.54,78.20153274,19.0
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),Tamil Nadu,Vellore,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",12.9,78.93386744,19.0
RMS Towers (Ero_G Electric Charging Station),Tamil Nadu,Erode,"NH544, Kovai to Salem Road, Solipalayam, ",11.3,77.60004376,19.0
Radisson Blu Resort Temple Bay I Mamallapuram,Tamil Nadu,Mahabalipuram,"Radisson Blu Resort Temple Bay Mamallapuram, 57 Covelong Road, Dist, Mahabalipuram, Tamil Nadu 603104",12.62,80.1945931,11.0
Spencer Plaza Mall | Chennai,Tamil Nadu,Chennai,"Spencer Plaza Mall, 768-769, Anna Salai, Chennai, Tamil Nadu 600002",13.06,80.2614559,11.0
"LAKSHMI Motors, Thoraipakkam",Tamil Nadu,Chennai,"118, Okkiam, Thoraipakkam, Chennai, Tamil Nadu - 600097",12.92,80.23164,7.0
"Ginger Vadapalani, NGO Colony",Tamil Nadu,Chennai,"61, Inner Ring Rd, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai, Tamil Nadu 600026",13.05,80.21116,7.0
"Gurudev Tata Motors, Arumbakkam",Tamil Nadu,Chennai,"Old No 90, New Number 1090, E.V.R. Periyar High Road, Arumbakkam, Chennai, Tamil Nadu - 600106",13.07,80.2021,7.0
"FPL Vehicles, Annasali",Tamil Nadu,Chennai,"NO. 824/2, Annasali Nandnam, Chennai, Tamil Nadu, 600035",13.03,80.24211,7.0
"PPS Motors, Chinniyampalayam",Tamil Nadu,Coimbatore,"No-138, Avinashi Road, Chinniyampalayam, Coimbatore-641062",11.04,77.05765,7.0
"PPS Motors, Thirumangalam",Tamil Nadu,Madurai,"Shed No. D-23, Nilaiyur First Bit, Uchapatti Village,Thirumangalam, Madurai-625402",9.862,78.021557,7.0
"FPL Vehicles, Perumugai",Tamil Nadu,Vellore,"33/5A1, Chennai Bangalore Highway, perumugai, Vellore-632009",12.94,79.200662,7.0
"Sree Gokulam Motors, Zamin Pallavaram",Tamil Nadu,Chennai,"Sree Gokulam Motors, No 93, 3C, 200 Feet Radial road, Zamin Pallavaram, Chennai - 600117",12.95,80.176003,7.0
"Vivera Hotels & Resorts, Bhuvanagiri",Telangana,Bhuvanagiri,"NH 163, Ragari, near IT College, Bhuvanagiri, Telangana 508116",17.52,78.924306,7.0
"Tanishq, Cathedral road Gopalpuram",Tamil Nadu,Chennai,"No.100, Cathedral Rd, Gopalapuram, Chennai, Tamil Nadu 600086",13.04,80.25418,7.0
"True Sai Motors, Avaragere",Tamil Nadu,Krishnagiri,"No 417A/1A Krishnagiri Chennai Highway, Pethanapalli, opposite to Hotel, Krishnagiri, Tamil Nadu 635001",12.53,78.2375165,7.0
"True Sai Motors, Narasothipatti",Tamil Nadu,Salem,"No 73 Salem, Omalur Highway, next to Hotel Grand Estancia, Narasothipatti, Salem, Tamil Nadu 636004,636001",11.68,78.1260402,7.0
"SR Tranzcars, Saibaba Koil",Tamil Nadu,Coimbatore,"1142-A, Mettupalayam Rd, Saibaba Koil, Coimbatore, Tamil Nadu 641043",11.02,76.951635,7.0
"Lakshmi Motors, Ambattur",Tamil Nadu,Chennai,"#79, 80,81, NEAR WAVIN BUS STOP, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",13.08,80.1704698,7.0
"Lakshmi Motors, Velachery",Tamil Nadu,Chennai,"No 42, Velachery Main Rd, Guindy National Park, Guindy, Chennai, Tamil Nadu 600032",13.0,80.22165,7.0
"IOCL COCO Chengampalli, Salem-Kochi Highway",Tamil Nadu,Chengampalli,"Salem - Kochi Hwy, Vadamugam Kangayapalayam, Tamil Nadu 638812",11.21,77.441968,7.0
"Fairfield by Marriott, Mahindra World City",Tamil Nadu,Chennai,"Near Main Entrance, Mahindra World City, Chennai - 603002",12.73,80.00463,7.0
"Four Points by Sheraton, Chennai OMR",Tamil Nadu,Chennai,"Survey No 169, Plot 1B and 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119,Four Points 1, Semmancheri, Chennai, Tamil Nadu 600119",12.87,80.227372,7.0
"IOCL Shanthi Social Services, Singanallur",Tamil Nadu,Coimbatore,"128, 2247, Trichy Rd, Krishnapuram Medu, Singanallur, Tamil Nadu 641005",11.0,77.0387079,7.0
"Motel Mamalla, SH 49",Tamil Nadu,Mahabalipuram,"Motel Mamalla No.77, East Coast Road, SH 49, Mahabalipuram, Tamil Nadu 603104",12.63,80.1958391,7.0
"Pumpkin Tales, Alwarpet",Tamil Nadu,Chennai,"37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",13.03,80.255285,7.0
"Chima Cars, Kappalur",Tamil Nadu,Madurai,"H-14, H-14A, SIDCO INDUSTRIAL ESTATE UCCHAPATTI, Kappalur, Tamil Nadu 625008",9.938,78.150085,7.0
"Kaveri Auto Garage, Seelapadi",Tamil Nadu,Dindigul,"478/1A2, Trichy Bypass, Seelapadi, Dindigul, Tamil Nadu, 624005",10.38,77.99681425,7.0
"Kaveri Auto Garage, Paravai Bit 1 village",Tamil Nadu,Madurai,"New Survey No 146/2C,148/1A,149/1B2A, Paravai Bit 1 village, Madurai, 625402",9.964,78.0650107,7.0
"Sree Gokulam Motors, Kattuppakkam",Tamil Nadu,Chennai,"no 2/232, Mount ponamalle road,Swaminatha nagar, Pushpa Nagar, Kattupakkam, Chennai - 600056",13.04,80.1258208,7.0
"Gateway Coonoor - IHCL SeleQtions, Coonoor",Tamil Nadu,Ooty,"Upper, Coonoor, Tamil Nadu 643101",11.34,76.801575,7.0
Hotel Marigold,Telangana,Hyderabad,"Ameerpet Rd, Leela Nagar, Begumpet, Hyderabad, Telangana 500016",17.43,78.4522943,21.0
"Tejaswi Motors, Madhapur",Telangana,Hyderabad,"Plot No. 4/14, Opp. Cyber Towers, KPHB Road, Madhapur, Hyderabad, Telangana - 500081",17.45,78.38334,7.0
"Venkataramana Motors, ECIL",Telangana,Hyderabad,"Plot No 11, Victory Plaza, ECIL X Roads, Hyderabad, Telangana - 500062",17.48,78.57715,7.0
"Westside, Somajiguda",Telangana,Hyderabad,"PLOT NO.6-3, Kmc Retail Mall, CIRCLE, 1112, near KIRTILAL JEWELLERS, Somajiguda, Hyderabad, Telangana 500082",17.42,78.46136,7.0
"Croma, Attapur",Telangana,Hyderabad,"Sirimalle Square Plot Nos. 8, 9, 10 Survey No. 523/B, Pillar No. 160 Attapur, Rajendranagar mandal, Hyderabad, Telangana 500048",17.35,78.426285,7.0
"Croma, Kompally",Telangana,Hyderabad,"Ratna Arcade, Ground Floor Survey No. 128 National Highway 44, Beside, Sree Vensai Towers, Ruby Block, Kompally, Secunderabad, Telangana 500014",17.53,78.485644,7.0
"Sarath City Capital Mall, Whitefields",Telangana,Hyderabad,"Sarath City Capital Mall, Whitefields, Gachibowli-Miyapur Road, Hyderbad 500084",17.45,78.36396,7.0
"7 Food Court, NH 65 -Rayangudem",Telangana,Suryapet,"NH - 65, Rayangudem Village Suryapet Mandal, Suryapet, Telangana 508213",17.15,79.577475,7.0
"Hotel Vididhi, Kothagudam",Telangana,Madgulapally,"Survey No. 173/2, 174/6, State Highway 2 NAM Expressway, Miryalaguda Highway Near Madugulapally Toll Plaza Kothagudam, Village, Madgulapally, Telangana 508247",16.99,79.44047,7.0
"Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,"No 8-6-396, Hyderabad Rd, Kothirampur, Karimnagar, Telangana 505001",18.41,79.13639,7.0
"Orange Auto, Hafeezpet",Telangana,Hyderabad,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",17.49,78.354536,7.0
"Fairfield by Marriott,Gachibowli",Telangana,Hyderabad,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",17.42,78.347334,7.0
"Malik Cars, Old Bowenpally",Telangana,Secunderabad,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",17.47,78.4737723,7.0
"Daspalla Hotels, Jubilee Hills",Telangana,Hyderabad,"Daspalla Hotels u00e2u0080u0093 (Jublee Hill Resorts Pvt Ltd)- Rd Number 37, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",17.43,78.3983261,7.0
IOC MADINAGUDA,TELENGANA,Hyderabad,"SURVEY NO 98 MIYAPUR MAIN ROAD,MADINAGUDA HAFEEZPET,TELENGANA 500050 HYDERABAD",17.49,78.336467,20.0
HMR MADHAPUR,TELENGANA,Hyderabad,"PLOT NO 735 ROAD NO 37 AND 38LEFT LANE AFTER CROMA,CBI COLONY JUBLI HILLS,HYDERABAD.TELENGANA 500033",17.43,78.40003,20.0
MG HYDERABAD JUBILEE HILLS,TELENGANA,Hyderabad,"8-2-120/86, 10A, opposite Hotel park hyatt, Rd no2, Banjara hills, hyderabad, 500033",17.52,78.430328,20.0
HMR BEGUMPET,TELENGANA,Hyderabad,"7-1-22/A Begumpet flyover, Leelanagar, Ameerpet, Telanagana 500016",17.43,78.457263,20.0
IOC BEGUMPET,TELENGANA,Hyderabad,"BEGUMPET,HYDERABAD,TELENGANA,INDIA,TELENGANA,500016,HYDERABAD",17.44,78.466949,20.0
"Shree Dev Wheels, Acharya Nagar",Uttar Pradesh,Ayodhya,"Plot No 402 and 403 B Sultanpur Road, Acharya Nagar, near Avadh University, Ayodhya, UP 224001",26.75,82.141261,7.0
AARGO ASLI PAPPU DHABA,Uttar Pradesh,KOSI KALAN,"NEAR KOTWAN POLICE CHOWKI,UP BORDER,KOSI KALAN,KOSI KOTWAN,UTTAR PRADESH",27.83,77.418785,22.0
"Sagar Motors EV, Surajpur",Uttar Pradesh,Noida,"E-36, Site-4, UDSIDC, Surajpur Kasna Road, (Near Pari Chowk), Noida, Uttar Pradesh - 201310",28.45,77.52322,7.0
"Society Motors, MACROBERTGANJ",Uttar Pradesh,Kanpur,"12/483, Macrobert Ganj, Kanpur, Uttar Pradesh - 208001",26.48,80.329394,7.0
"Beeaar Autowheels, Chinhat",Uttar Pradesh,Lucknow,"Milestone No.u00c2u00a0111, Faizabad Road, Chinhat, Lucknow (UP) 227105",26.87,81.036465,7.0
"NRL Cars, Nagla Padi",Uttar Pradesh,Agra,"404, Nagla Padi, Near Arvind Hyundai 282005",27.21,77.99742,7.0
"Keshav Raj, Rampur Road",Uttar Pradesh,Bareilly,"Keshav Raj Automobiles Private Limited, 4.5 KM Rampur road, C. B Ganj Bareily-243001",28.38,79.3860164,7.0
"Sara Automobile, Dobhi",Uttar Pradesh,Gaya,"Sara Automobile Pvt Ltd, Eicher agency,NH-2  Opp:  Punjab National Bank, Suramandal near check post, Dobhi,  Gaya  PIN u00e2u0080u0093 824201",24.52,84.932182,7.0
"Ashok Auto Sales, Civil Lines",Uttar Pradesh,Agra,"119-120/8, Sanjay Palace, Sanjay Place, Civil Lines, Agra, Uttar Pradesh 282002",27.2,78.008796,7.0
"MIDAS, Muzzafarnagar",Uttar Pradesh,Muzaffarnagar,"PLOT NO. 77-1 Delhi - Haridwar, Bypass, Hwy, Muzaffarnagar, Uttar Pradesh 251001",29.45,77.7397628,7.0
"SRM Motors, Vikas Nagar",Uttar Pradesh,Lucknow,"11/CP-2, Tedhi Pulia Ring Rd, Vikas Nagar, Lucknow, Uttar Pradesh 226022",26.9,80.964231,7.0
"Sagar Motors, Sector 5 Noida",Uttar Pradesh,Noida,"B-123, Udhyog Marg, opp. PayTM building, B Block, Sector 5, Noida, Uttar Pradesh 201301",28.59,77.31969,7.0
"One Awadh Centre, Gomti Nagar",Uttar Pradesh,Lucknow,"384, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",26.86,81.01027566,7.0
"Pacific Mall, Sahibabad",Uttar Pradesh,Ghaziabad,"Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010",28.64,77.3207891,7.0
"Puneet Automobiles, Faizabad Road",Uttar Pradesh,Lucknow,"403-407, Tiwariganj Near BBD University, Faizabad Road, Lucknow - 226028",26.89,81.0728,7.0
"HPCL - Badarpur Service Station, Gazipur",Delhi NCR,Delhi,"Integrated Freight Complex, Mayur Vihar Phase III, Gharoli, Delhi, Uttar Pradesh 110096",28.61,77.3411839,7.0
IOCL - Tyagi Brothers Service Station,Uttar Pradesh,Ghaziabad,"IOCL on Ghaziabad bulandshahar Road, Stone No 26. 850 Vill Chhapraula Distt GB Nagar-201009",28.61,77.4838183,7.0
IOCL - Vibhor S Station,Uttar Pradesh,Ghaziabad,IOCL on Ghaziabad - Hapur  Road (NH-24) At Mauza Garhmukhteshwar Near KM Stone No. 87 Dist Ghaziabad-245205,28.77,78.0976854,7.0
IOCL - Agarwal  Service Station,Uttar Pradesh,Muzaffarnagar,"IOCL on Khatauli Near KM Stone NO 15.5  On NH -58 Meerut/ Delhi  Muzzaffarnagar Road, Khasra No 1745/0752, Dist Muzaffarnagar-251003",29.41,77.7006719,7.0
"Bikano Restaurant, NH-58",Uttar Pradesh,Muzaffarnagar,"Bikano Restaurant, NH-58 Rampur Tiraha Roorkee Road Muzaffarnagar-251202",29.52,77.7195782,7.0
"Fun & Food Carnival, NH 58",Uttar Pradesh,Muzaffarnagar,"Fun & Food carnival, Bhainsi NH-58 National Highway Khatauli, Muzaffarnagar-251201",29.3,77.7221041,7.0
"Devarana, Delhi-Dehradun Highway",Uttar Pradesh,Muzaffarnagar,"Devrana, Delhi Dehradun Highway NH58, Muzaffarnagar, UP 251203",29.33,77.721274,7.0
"GenX Agra, NH 19",Uttar Pradesh,Agra,"NH19, SikandraBainpurMustkil, Agra, Uttar Pradesh 282007",27.22,77.93095398,7.0
"GenX Le Crescent, Indirapuram",Uttar Pradesh,Ghaziabad,"Plot No, II, Mall Rd, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014",28.64,77.384303,7.0
GenX Corbett Tiger Den,Uttarkhand,Ramnagar,"Village: PattaPani, Belparao, Ramnagar, Uttarakhand 244715",29.31,79.1950917,7.0
Sparsh Hotels by Clarks Collection,Uttar Pradesh,Bareilly,"OPP.SURESH SHARMA NAGAR CHAURAHA, PILIBHIT BY-PASS ROAD,Bareiily., Bareilly u00e2u0080u0093 243001",28.38,79.386066,7.0
"Grand Vehicles, Mahobewala",Uttarakhand,Dehradun,"Saharanpur Road, Mahobewala Chowk, Dehradun, Uttarakhand 248002",30.26,77.984897,7.0
"Pacific Mall, Rajpur Road",Uttarakhand,Dehradun,"Pacific mall, Rajpur Rd, Jakhan, Dehradun, Uttarakhand 248001",30.36,78.070528,7.0
"One Earth Haridwar, Motichur",Uttarakhand,Haridwar,"One Earth Haridwar near, dudhadhari chowk, Motichur, Haridwar, Uttarakhand 24941",29.97,78.1818067,7.0
"Gardenia SPA & Resort, Sec 11",Uttarakhand,Haridwar,Plot No 1 Sector 11 SIDCUL Haridwar Uttrakhand-249403,29.95,78.0759131,7.0
"Hotel Flora, Shivalik Nagar",Uttarakhand,Haridwar,"M3, M4  Shivalik Nagar Haridwar Uttrakhand-249403",29.92,78.0648679,7.0
Clarks Collection Epicure,Uttarakhand,Dehradun,"Chakarata Road Clarks Collection Epicure, Nanda Ki Chowki, Dehradun, Uttarakhand248007",30.34,77.9539417,7.0
"Auto Hi-Tech, Southern Avenue",West Bengal,Kolkata,"No 34 A, Chandra Nath Roy Rd, near Anandadham, Topsia, Kolkata, West Bengal 700039",22.53,88.385612,7.0
"Banerjee Automobiles, NH 2 Chandul",West Bengal,Bardhaman,"Ferighat Parking, NH2, Fagupur PO, Burdhaman(purba) Chandul Mouza West Bengal - 713101n",23.27,87.8094992,7.0
"Rangeet Auto, NH 31",West Bengal,Coochbehar,"31-NH CHOKCHOKA, OPPOSITE PROVA AUTOMOBILE, NEAR CHECK POST, COOCHBEHAR, COOCH BEHAR, WEST BENGAL, 736101",26.32,89.484913,7.0
"Rangeet Auto, Sevoke Road",West Bengal,Siliguri,"Shop No 1 And 2, Orchid Building, Sevoke Road, Near Check Post, Near Vega Mall, Siliguri, West Bengal 734001",26.75,88.439995,7.0
"Tata Steel, Park Street",West Bengal,Kolkata,"43, Jawaharlal Nehru Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",22.54,88.349602,7.0
"Lexus Motors, New Town",West Bengal,Kolkata,"Plot No IID/13, Major Arterial Road (North Extension, 14, Rajarhat Rd, AA II, Newtown, Kolkata, West Bengal 700156",22.62,88.461154,7.0
"IOCL Drive-In, Belgachia",West Bengal,Kolkata,"Khudiram Bose Road (Guchia Rd), Dutta Bagan, Belgachia, Kolkata, West Bengal 700037",22.6,88.392281,7.0
"IOCL RO u00e2u0080u0093 Basanti Hwy, Bayarmari",West Bengal,Bayarmari,"Plot 392&393 Mouza, Bayarmari, Nazat Dist. North 24 Paraganas - West Bengal 743442",22.43,88.763395,7.0
"Hotel Artland, Old Digha Purba",West Bengal,Digha,"Old digha purba, Digha Barrister Colony Rd, beside seahawk, West Bengal 721428",21.62,87.528599,7.0
"IOCL - PIONEER AUTO SERVICE, Bagdogara",West Bengal,Darjeeling,BAGDOGRA PO: BAGDOGRA DT: DARJEELING; West Bengal PIN: 734422,26.7,88.3293524,7.0
The Golkonda Hotel,Telangana,Hyderabad,"The Golkonda Hotel, Ambedkar Nagar, Masab Tank, Hyderabad Telangana 500004",17.4,78.45,21.0
Sri Sai Dhaba - Jedcharla,Telangana,Palem,"CW8R+Q54, Telangana 509219 Jedcharla Telangana 509219",16.42,77.94,21.0
Palm Meadows,Telangana,Hyderabad,"Palm Meadows Rd, Laxmi Nagar Colony, Kompally Hyderabad Telangana 500100",17.56,78.48,21.0
Sohini Tech Park,Telangana,Hyderabad,"Nanakramguda Road, Financial district, Gachibowli Hyderabad Telangana 500032",17.42,78.35,21.0
Hotel Gangothri,Andhra Pradesh,Kodikonda,"Kodikonda Checkpost (V), Chilamathur (Mandal), Anantapur Andhra pradesh 515601",13.83,77.74,21.0
Exotikka Restaurant,Andhra Pradesh,Ananthapur,"survey no- 155, NH44, beside TATA show room. Kakkala palli village Anantapur 515001.",14.65,77.58,21.0
"Magenta TTC, Turbhe",Maharashtra,Navi Mumbai,"Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",19.06,73.022744,18.0
The Fern An Ecotel Hotel,Maharashtra,Lonavala,"84/1 to 4/2, Valvan, Maval, Lonavla, nMaharashtra 410401",18.76,73.4267514,18.0
"Hotel Fern Zinc, Whitefield",Karnataka,bengaluru,"1528, Channasandra Main Rd, beside Global nSchool, Vijayanagara, Whitefield, Bengaluru, nKarnataka 560067",12.97,77.7566714,18.0
Amanora Park Town,Maharashtra,Pune,"Amanora Park Town, Amanora, Magarpatta nRd, Hadapsar, Pune, Maharashtra, 411028",18.51,73.94137686,18.0
"Magenta TTC, Turbhe",Maharashtra,Navi Mumbai,"Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",19.06,73.022744,18.0
Xavier Institute of Engineering,Maharashtra,Mumbai,"Opposite S.L.Raheja Hospital, Mahim nCauseway, Mahim (West), Raheja Hospital nMarg, Mumbai, Maharashtra 400016",19.04,72.84168159,18.0
"HPCL auto care, Sajgaon",Maharashtra,Sajgaon,"Sajgaon HPCL petrol pump, Mumbai-Pune nExpressway",18.79,73.297239,18.0
"Magenta TTC, Turbhe",Maharashtra,Navi Mumbai,"Magenta House, D-285, TTC Industrial Area, nTurbhe, Near Unitech Motors, Navi Mumbai, Maharashtra",19.06,73.022744,18.0
"UK 27, The Fern",Maharashtra,Belgavi,"UK27, Fern, Ayodhya Nagar, Sadashiv Nagar, nBelagavi",15.87,74.51340824,18.0
Fern Residency Karad,Maharashtra,Karad,"The Fern Residency,NH-4 At Munde, Tal, nKarad",17.29,74.16633302,18.0
"Anjappar Chettinad A/C Restaurant, Nazarathpettai",Tamil Nadu,Chennai,"NH 48, Nazarathpettai, Tamil Nadu 600123",13.04,80.0793241,19.0
"Ocean Spray Resort, Manjakuppam",Tamil Nadu,Pondicherry,"No: 7, 8, 9, SH 49, Manjakuppam, Tamil Nadu 60430",12.06,79.88027083,19.0
"Prashanth Charging Station, Chidambaram",Tamil Nadu,Chidambaram,"SH 212, Kadavul Nagar,",11.4,79.67390344,19.0
Hotel Gem Park,Tamil Nadu,Ooty,"Sheddon Road, Pudumund Ooty Tamilnadu 643001",11.42,76.7,11.0
Hotel Aryaas Veg | Pallikonda,Tamil Nadu,Pallikonda,"HOTEL ARYAAS, NH-4, Veppangal, Pallikonda, Tamil Nadu 635809",12.9,78.9620183,11.0
Hotel Sri Nanjundeshwara I Tumkur,Karnataka,Tumkur,"Hotel Nanjundeshwara, Veg Restaurant, NH 48, Sannappana Palya, Pandithanahalli, Karnataka 572104",13.28,77.1829955,11.0
Cassia Restaurant I Alappuzha,Tamil Nadu,Alappuzha,"Cassia Restaurant, NH -47, Kommady, Alappuzha, Kerala 688008",9.518,76.3274171,11.0
Wyte Portico Hotel I Adoor,Karala,Adoor,"Wyte Portico Hotel, High School Jn, Karuvatta, Adoor, Kerala 691523",9.162,76.7219365,11.0
Hotel Kalyan Grand I Vandalur,Tamil Nadu,"Vandalur, Chennai","Kalyan Grand - a business hotel, 247 Grand Southern Trunk Rd, Next to Vandalur Zoo, Chennai, Tamil Nadu 600048",12.87,80.0785537,11.0
Hotel Subbanna | Karur,Tamil Nadu,Karur,"Madurai Byepass Road Service Road, L G B Nagar, Tamil Nadu 639001",10.95,78.0605855,11.0
A S M ABDUL CADER AND CO,Tamil Nadu,CHENNAI,"A S M ABDUL CADER AND CO, DOOR NO 355 CEMENT ROAD, ALANDUR, MEENAMBAKKAM,CHENNAI, TAMIL NADU, 600016",12.99,80.18706,23.0
"BP,GHAR-MARAIMALAI NAGAR",Tamil Nadu,CHENGALPATTU,"BP,GHAR-MARAIMALAI NAGAR, SY NO 336/6 ( PART ), NH-45, GST RO, MARAIMALAI NAGAR, CHENGALPATTU, TAMILNADU, 603209",12.78,80.01671,23.0
SAKTHI MADUMALAR AGENCIES,Tamil Nadu,CHENGALPATTU,"SAKTHI MADHUMALAR AGENCIES, NH-45 CHENNAI-TRICHY HIGHWAY, MELMARUVATHUR, CHENGALPATTU, TAMIL NADU, 603319",12.43,79.83235,23.0
SRI VENNI AGENCIES,Tamil Nadu,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 52/6B1 & 52/7A1, NH38, Chennai Trichy Highway, CHINNAVALAVANUR, VILLUPURAM, TN-604302",12.16,79.61146,23.0
